cik,company,event_date,prior_event_date,n_events,all_event_dates,source,chapter,sic,is_primary_filer,date_discrepancy_days,in_window
1421601,"WESTMOUNTAIN GOLD, INC.",2017-03-07,,1,2017-03-07,8K_FTS+8K_SUBMISSIONS,,1040,1,,1
1490636,"Gordmans Stores, Inc.",2017-03-13,,1,2017-03-13,8K_FTS+8K_SUBMISSIONS,,5600,1,,1
1398702,"Electronic Cigarettes International Group, Ltd.",2017-03-16,,1,2017-03-16,8K_FTS+8K_SUBMISSIONS,,2111,1,,1
1505966,SquareTwo Financial Corporation,2017-03-19,,1,2017-03-19,LOPUCKI,11,7320,1,,1
1088162,MAD CATZ INTERACTIVE INC,2017-03-31,,1,2017-03-31,8K_FTS+8K_SUBMISSIONS,,3944,1,,1
918581,"Ciber, Inc.",2017-04-09,,1,2017-04-09,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,7371,1,1,1
1476170,Unilife Corp,2017-04-12,,1,2017-04-12,8K_FTS+8K_SUBMISSIONS,,3841,1,,1
1020475,"GRANDPARENTS.COM, INC.",2017-04-17,,1,2017-04-17,8K_FTS+8K_SUBMISSIONS,,7374,1,,1
1602367,Adeptus Health Inc.,2017-04-19,,1,2017-04-19,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,8060,1,1,1
2178,"ADAMS RESOURCES & ENERGY, INC.  (AE)",2017-04-24,,1,2017-04-24,8K_FTS+8K_SUBMISSIONS,,5172,1,,1
1403433,"America Greener Technologies, Inc.",2017-04-24,,1,2017-04-24,8K_FTS+8K_SUBMISSIONS,,1700,1,,1
1403853,"Nuverra Environmental Solutions, Inc.",2017-05-01,,1,2017-05-01,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,1389,1,0,1
1496631,First NBC Bank Holding Co,2017-05-04,,1,2017-05-04,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,6022,1,-7,1
1444310,"AMBICOM HOLDINGS, INC",2017-05-05,,1,2017-05-05,8K_FTS+8K_SUBMISSIONS,,3829,1,,1
1030749,"GulfMark Offshore, Inc.",2017-05-17,,1,2017-05-17,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,3533,1,1,1
98222,Tidewater Inc.,2017-05-17,,1,2017-05-17,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,4400,1,1,1
54681,KATY INDUSTRIES INC,2017-05-18,,1,2017-05-18,8K_FTS+8K_SUBMISSIONS,,3559,1,,1
1434589,T3M INC.,2017-05-19,,1,2017-05-19,8K_FTS+8K_SUBMISSIONS,,3711,1,,1
73605,OAKRIDGE HOLDINGS INC,2017-05-23,,1,2017-05-23,8K_FTS+8K_SUBMISSIONS,,3728,1,,1
1503518,"21st Century Oncology Holdings, Inc.",2017-05-25,,1,2017-05-25,LOPUCKI,11,8011,1,,1
1574300,"Content Checked Holdings, Inc.",2017-05-26,,1,2017-05-26,8K_FTS+8K_SUBMISSIONS,,7372,1,,1
1536256,First Capital Real Estate Trust Inc,2017-06-02,,2,2017-06-02;2024-09-17,8K_FTS+8K_SUBMISSIONS,,6798,1,,1
1526796,"Ignite Restaurant Group, Inc.",2017-06-08,,1,2017-06-08,8K_FTS+8K_SUBMISSIONS,,5812,1,,1
786110,Gymboree Corporation (2017),2017-06-11,,2,2017-06-11;2019-01-16,LOPUCKI,11,2300,1,,1
1126294,"GenOn Energy, Inc.",2017-06-14,,1,2017-06-14,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,4911,1,0,1
1138258,"GENON MID-ATLANTIC, LLC",2017-06-14,2005-12-15,2,2005-12-15;2017-06-14,8K_FTS+8K_SUBMISSIONS,,4911,1,,1
1140761,GENON AMERICAS GENERATION LLC,2017-06-14,2005-12-15,2,2005-12-15;2017-06-14,8K_FTS+8K_SUBMISSIONS,,4911,1,,1
1013871,"NRG ENERGY, INC.  (NRG)",2017-06-14,2002-11-22,2,2002-11-22;2017-06-14,8K_FTS+8K_SUBMISSIONS,,4911,1,,1
1475273,"SOUPMAN, INC.",2017-06-16,,1,2017-06-16,8K_FTS+8K_SUBMISSIONS,,5960,1,,1
1554923,Aina Le'a Inc.,2017-06-30,,1,2017-06-30,8K_FTS+8K_SUBMISSIONS,,6500,1,,1
878802,Quadrant 4 System Corp,2017-07-05,,1,2017-07-05,8K_FTS+8K_SUBMISSIONS,,3669,1,,1
886328,E DIGITAL CORP,2017-07-07,,1,2017-07-07,8K_FTS+8K_SUBMISSIONS,,3674,1,,1
1311230,"TerraVia Holdings, Inc.",2017-08-02,,1,2017-08-02,8K_FTS+8K_SUBMISSIONS,,2860,1,,1
1093207,CROSSROADS SYSTEMS INC,2017-08-14,,1,2017-08-14,8K_FTS+8K_SUBMISSIONS,,3577,1,,1
1171012,Uni-Pixel,2017-08-25,,1,2017-08-25,8K_FTS+8K_SUBMISSIONS,,3679,1,,1
880460,"Perfumania Holdings, Inc.",2017-08-26,,1,2017-08-26,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,5900,1,3,1
1301712,IRONCLAD PERFORMANCE WEAR CORP,2017-09-11,,1,2017-09-11,8K_FTS+8K_SUBMISSIONS,,5090,1,,1
1577095,"ClubCorp Holdings, Inc.",2017-09-18,,1,2017-09-18,8K_SUBMISSIONS,,7997.0,1,,1
1005414,"Toys R Us, Inc.",2017-09-19,,1,2017-09-19,LOPUCKI,11,5945,1,,1
1166365,Paperweight Development Corp.,2017-10-01,,1,2017-10-01,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,2670,1,1,1
1383154,"COPsync, Inc.",2017-10-04,,1,2017-10-04,8K_FTS+8K_SUBMISSIONS,,3576,1,,1
1602381,MOMENTOUS ENTERTAINMENT GROUP INC,2017-10-06,,1,2017-10-06,8K_FTS+8K_SUBMISSIONS,,7819,1,,1
104897,"WSI INDUSTRIES, INC.",2017-10-23,,1,2017-10-23,8K_FTS+8K_SUBMISSIONS,,3540,1,,1
1532288,"Armstrong Energy, Inc.",2017-11-01,,1,2017-11-01,LOPUCKI,11,1221,1,,1
1058623,Cumulus Media Inc.,2017-11-29,,2,2017-11-29;2026-03-05,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,4832,1,1,1
1040719,Walter Investment Management Corp.,2017-11-30,,2,2017-11-30;2019-02-11,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,6162,1,1,1
1335103,"Protea Biosciences Group, Inc.",2017-12-05,,1,2017-12-05,8K_FTS+8K_SUBMISSIONS,,2834,1,,1
1499912,"Global Brokerage, Inc.",2017-12-11,,1,2017-12-11,LOPUCKI,11,6200,1,,1
1088787,"CD INTERNATIONAL ENTERPRISES, INC.",2017-12-12,,1,2017-12-12,8K_FTS+8K_SUBMISSIONS,,8742,1,,1
1580185,J.G. Wentworth Co,2017-12-12,,1,2017-12-12,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,6199,1,0,1
1429386,"PHASERX, INC.",2017-12-13,,1,2017-12-13,8K_FTS+8K_SUBMISSIONS,,2834,1,,1
1471261,"Cobalt International Energy, Inc.",2017-12-14,,1,2017-12-14,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,1311,1,0,1
1178104,DEXTERA SURGICAL INC,2017-12-15,,1,2017-12-15,8K_FTS+8K_SUBMISSIONS,,3841,1,,1
868725,"Rentech, Inc.",2017-12-19,,1,2017-12-19,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,2870,1,2,1
316300,"EXCO Resources, Inc.",2018-01-15,,1,2018-01-15,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,1311,1,2,1
1576778,"UBL Interactive,Inc.",2018-01-26,,1,2018-01-26,8K_FTS+8K_SUBMISSIONS,,7389,1,,1
1561551,"Enumeral Biomedical Holdings, Inc.",2018-01-29,,1,2018-01-29,8K_FTS+8K_SUBMISSIONS,,2834,1,,1
1294250,"Rand Logistics, Inc.",2018-01-30,,1,2018-01-30,8K_FTS+8K_SUBMISSIONS,,4400,1,,1
1619917,"Patriot National, Inc.",2018-01-30,,1,2018-01-30,LOPUCKI,11,6411,1,,1
920321,"CENVEO, INC",2018-02-02,,1,2018-02-02,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,2670,1,0,1
878079,"Bon Ton Stores, Inc.",2018-02-04,,1,2018-02-04,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,5311,1,1,1
1464865,"Lone Star Gold, Inc.  (ASII)",2018-02-08,,1,2018-02-08,8K_FTS+8K_SUBMISSIONS,,1000,1,,1
1394872,Ambient Water Corp,2018-02-20,,1,2018-02-20,8K_FTS+8K_SUBMISSIONS,,3585,1,,1
1584701,Tops Holding II Corporation,2018-02-21,,1,2018-02-21,LOPUCKI,11,5411,1,,1
1382911,"Orexigen Therapeutics, Inc.",2018-03-12,,2,2018-03-12;2019-05-23,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,2834,1,0,1
1400891,"iHeartMedia, Inc.",2018-03-14,,1,2018-03-14,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,4832,1,1,1
739708,"iHeartCommunications, Inc.",2018-03-15,,1,2018-03-15,8K_FTS+8K_SUBMISSIONS,,4832,1,,1
1457737,"iHeartMedia Capital I, LLC",2018-03-15,,1,2018-03-15,8K_FTS+8K_SUBMISSIONS,,4813,1,,1
1334978,"Clear Channel Outdoor Holdings, Inc.  (CCO)",2018-03-15,,1,2018-03-15,8K_FTS+8K_SUBMISSIONS,,7310,1,,1
34115,CLAIRES STORES INC,2018-03-19,,1,2018-03-19,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,5600,1,0,1
1342643,"WORTHINGTON ENERGY, INC.",2018-03-19,,1,2018-03-19,8K_FTS+8K_SUBMISSIONS,,1311,1,,1
1407703,FirstEnergy Solutions Corp.,2018-03-31,,1,2018-03-31,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,4911,1,2,1
1361937,"EV Energy Partners, LP",2018-04-02,,1,2018-04-02,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,1311,1,0,1
1031296,FIRSTENERGY CORP  (FE),2018-04-05,,1,2018-04-05,8K_FTS+8K_SUBMISSIONS,,4911,1,,1
1402281,Erin Energy Corp.,2018-04-26,,1,2018-04-26,8K_FTS+8K_SUBMISSIONS,,1381,1,,1
1586988,CSA HOLDINGS INC.,2018-04-30,,1,2018-04-30,8K_FTS+8K_SUBMISSIONS,,3730,1,,1
1534287,BioAmber Inc.,2018-05-08,,1,2018-05-08,8K_FTS+8K_SUBMISSIONS,,2860,1,,1
753772,MEDIZONE INTERNATIONAL INC,2018-05-11,,1,2018-05-11,8K_FTS+8K_SUBMISSIONS,,5122,1,,1
1397516,REX ENERGY CORP,2018-05-18,,1,2018-05-18,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,1311,1,0,1
1403085,"JRjr33, Inc.",2018-07-06,,1,2018-07-06,8K_FTS+8K_SUBMISSIONS,,5960,1,,1
1554875,"Tintri, Inc.",2018-07-10,,1,2018-07-10,8K_FTS+8K_SUBMISSIONS,,7374,1,,1
1429896,"ACTIVECARE, INC.",2018-07-17,,1,2018-07-17,8K_FTS+8K_SUBMISSIONS,,3669,1,,1
1096132,"PETRONE WORLDWIDE, INC.",2018-07-31,,1,2018-07-31,8K_FTS+8K_SUBMISSIONS,,8742,1,,1
1660719,Aralez Pharmaceuticals Inc.,2018-08-14,,1,2018-08-14,8K_FTS+8K_SUBMISSIONS,,2834,1,,1
741815,HOOPER HOLMES INC,2018-08-28,,1,2018-08-28,8K_FTS+8K_SUBMISSIONS,,8090,1,,1
1419852,Mattress Firm Holding Corp.,2018-10-05,,1,2018-10-05,LOPUCKI,11,5712,1,,1
106455,WESTMORELAND COAL Co,2018-10-09,1994-11-08,2,1994-11-08;2018-10-09,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,1221,1,0,1
1412347,"Westmoreland Resource Partners, LP",2018-10-09,,1,2018-10-09,8K_FTS+8K_SUBMISSIONS,,1221,1,,1
1310067,SEARS HOLDINGS CORP,2018-10-15,,2,2018-10-15;2019-10-21,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,5311,1,0,1
1582919,Flitways Technology Inc.,2018-10-15,,2,2018-10-15;2020-11-03,8K_FTS+8K_SUBMISSIONS,,7389,1,,1
105608,AG&E HOLDINGS INC.,2018-10-18,1994-02-18,2,1994-02-18;2018-10-18,8K_FTS+8K_SUBMISSIONS,,3663,1,,1
1549145,"ALLIANCE BIOENERGY PLUS, INC.  (BIOF)",2018-10-23,,1,2018-10-23,8K_FTS+8K_SUBMISSIONS,,2860,1,,1
1431372,Gastar Exploration Inc.,2018-10-31,,1,2018-10-31,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,1311,1,1,1
1586105,Egalet Corp,2018-10-31,,1,2018-10-31,8K_FTS+8K_SUBMISSIONS,,2834,1,,1
1407805,ROCKIES REGION 2007 LP,2018-11-05,,1,2018-11-05,8K_FTS+8K_SUBMISSIONS,,1311,1,,1
1376912,Rockies Region 2006 Limited Partnership,2018-11-05,,1,2018-11-05,8K_FTS+8K_SUBMISSIONS,,1311,1,,1
872248,PETROQUEST ENERGY INC,2018-11-07,,1,2018-11-07,8K_FTS+8K_SUBMISSIONS,,1311,1,,1
1699683,Longfin Corp,2018-11-21,,1,2018-11-21,8K_FTS+8K_SUBMISSIONS,,7374,1,,1
820380,INTERNATIONAL AUTOMATED SYSTEMS INC,2018-11-21,,1,2018-11-21,8K_FTS+8K_SUBMISSIONS,,7372,1,,1
1571759,"iNeedMD Holdings, Inc.",2018-11-26,,1,2018-11-26,8K_SUBMISSIONS,,3841.0,1,,1
1105533,ARGOS THERAPEUTICS INC,2018-12-03,,1,2018-12-03,8K_FTS+8K_SUBMISSIONS,,2834,1,,1
1450390,BAKKEN RESOURCES INC,2018-12-10,,1,2018-12-10,8K_FTS+8K_SUBMISSIONS,,1311,1,,1
76321,PARKER DRILLING CO /DE/,2018-12-12,,1,2018-12-12,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,1381,1,0,1
1347613,"SYNERGY PHARMACEUTICALS, INC.",2018-12-13,,1,2018-12-13,8K_FTS+8K_SUBMISSIONS,,2834,1,,1
1494448,"EMERGENT CAPITAL, INC.",2018-12-14,,2,2018-12-14;2020-10-15,8K_FTS+8K_SUBMISSIONS,,6311,1,,1
75439,"Medite Cancer Diagnostics, Inc.",2019-01-03,,1,2019-01-03,8K_FTS+8K_SUBMISSIONS,,3841,1,,1
1004980,"PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI)",2019-01-14,,2,2019-01-14;2020-06-24,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,4931,1,-15,1
75488,PACIFIC GAS & ELECTRIC Co,2019-01-14,2001-04-06,3,2001-04-06;2019-01-14;2020-06-24,8K_FTS+8K_SUBMISSIONS,,4931,1,,1
1538495,"Earth Science Tech, Inc.  (ETST, UNOV)",2019-01-16,,2,2019-01-16;2021-09-02,8K_FTS+8K_SUBMISSIONS,,2834,1,,1
1012477,AVADEL PHARMACEUTICALS PLC  (AVDL),2019-02-12,,1,2019-02-12,8K_FTS+8K_SUBMISSIONS,,2834,1,,1
1024126,"PERNIX THERAPEUTICS HOLDINGS, INC.",2019-02-19,,1,2019-02-19,8K_FTS+8K_SUBMISSIONS,,2834,1,,1
2034,Aceto Corporation,2019-02-19,,1,2019-02-19,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,5122,1,213,1
1013238,ARADIGM CORP,2019-02-19,,1,2019-02-19,8K_FTS+8K_SUBMISSIONS,,3845,1,,1
1282266,"Windstream Holdings, Inc. (Windstream Services, LLC)",2019-02-25,,2,2019-02-25;2020-07-01,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,4813,1,3,1
1585644,"WINDSTREAM SERVICES, LLC",2019-02-28,,2,2019-02-28;2020-07-01,8K_FTS+8K_SUBMISSIONS,,4813,1,,1
1208261,IMMUNE PHARMACEUTICALS INC,2019-03-08,,1,2019-03-08,8K_FTS+8K_SUBMISSIONS,,2834,1,,1
1140310,"EnSync, Inc.",2019-03-12,,1,2019-03-12,8K_FTS+8K_SUBMISSIONS,,4911,1,,1
350403,"PHI, Inc.",2019-03-14,,1,2019-03-14,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,4522,1,1,1
1109196,"MABVAX THERAPEUTICS HOLDINGS, INC.",2019-03-25,,1,2019-03-25,8K_FTS+8K_SUBMISSIONS,,2834,1,,1
1403802,"SPINDLE, INC.",2019-03-29,,1,2019-03-29,8K_FTS+8K_SUBMISSIONS,,7389,1,,1
1547638,"Southcross Energy Partners, L.P.",2019-04-01,,1,2019-04-01,LOPUCKI,11,4922,1,,1
1324189,Orchids Paper Products Company,2019-04-01,,1,2019-04-01,LOPUCKI,11,2621,1,,1
13239,HEXION INC.,2019-04-01,,1,2019-04-01,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,2821,1,0,1
1573166,"Jones Energy, Inc.",2019-04-14,,1,2019-04-14,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,1311,1,1,1
1301501,"Achaogen, Inc.",2019-04-15,,1,2019-04-15,8K_FTS+8K_SUBMISSIONS,,2834,1,,1
1265572,KONA GRILL INC,2019-05-01,,1,2019-05-01,8K_FTS+8K_SUBMISSIONS,,5812,1,,1
1441849,CLOUD PEAK ENERGY INC.,2019-05-10,,1,2019-05-10,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,1221,1,0,1
73887,Bristow Group Inc.,2019-05-11,,1,2019-05-11,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,4522,1,2,1
827809,NOVELION THERAPEUTICS INC.,2019-05-21,,1,2019-05-21,8K_FTS+8K_SUBMISSIONS,,2834,1,,1
1552845,Natur International Corp.,2019-05-28,,1,2019-05-28,8K_FTS+8K_SUBMISSIONS,,8082,1,,1
1071411,"Fusion Connect, Inc.",2019-06-03,,1,2019-06-03,8K_FTS+8K_SUBMISSIONS,,7372,1,,1
1575360,"FTD Companies, Inc.",2019-06-03,,1,2019-06-03,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,5960,1,2,1
1516479,"Insys Therapeutics, Inc.",2019-06-10,,1,2019-06-10,8K_FTS+8K_SUBMISSIONS,,2834,1,,1
1735828,Legacy Reserves Inc.,2019-06-18,,1,2019-06-18,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,1311,1,3,1
1265107,"Monitronics International, Inc.",2019-06-30,,1,2019-06-30,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,7380,1,1,1
1437106,"Ascent Capital Group, Inc.",2019-07-01,,1,2019-07-01,8K_FTS+8K_SUBMISSIONS,,7380,1,,1
1603923,Weatherford International plc,2019-07-01,,1,2019-07-01,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,3533,1,1,1
1555177,Emerge Energy Services LP,2019-07-17,,1,2019-07-17,8K_FTS+8K_SUBMISSIONS,,1400,1,,1
1434621,"LendingTree, Inc.  (TREE)",2019-07-25,,1,2019-07-25,8K_FTS+8K_SUBMISSIONS,,6163,1,,1
1387156,AIRXPANDERS INC,2019-07-25,,1,2019-07-25,8K_FTS+8K_SUBMISSIONS,,3842,1,,1
1720201,iPic Entertainment Inc.,2019-08-05,,1,2019-08-05,8K_FTS+8K_SUBMISSIONS,,5810,1,,1
1528837,Sanchez Energy Corporation,2019-08-11,,1,2019-08-11,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,1311,1,1,1
1080029,"Dougherty's Pharmacy, Inc.",2019-08-30,2007-11-09,2,2007-11-09;2019-08-30,8K_FTS+8K_SUBMISSIONS,,5912,1,,1
1045425,RAIT Financial Trust,2019-08-30,,1,2019-08-30,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,6798,1,4,1
1568079,PetroShare Corp.,2019-09-04,,1,2019-09-04,8K_FTS+8K_SUBMISSIONS,,1311,1,,1
724571,FREDS INC,2019-09-09,,1,2019-09-09,8K_FTS+8K_SUBMISSIONS,,5331,1,,1
1690769,"Alta Mesa Resources, Inc. (Alta Mesa Holdings, LP)",2019-09-11,,1,2019-09-11,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,1311,1,1,1
1518403,"Alta Mesa Holdings, LP",2019-09-12,,1,2019-09-12,8K_FTS+8K_SUBMISSIONS,,1311,1,,1
1656328,"Sienna Biopharmaceuticals, Inc.",2019-09-17,,1,2019-09-17,8K_FTS+8K_SUBMISSIONS,,2834,1,,1
1409916,Nobilis Health Corp.,2019-09-27,,1,2019-09-27,8K_FTS+8K_SUBMISSIONS+LOPUCKI,7,8062,1,-24,1
1584952,EP Energy Corporation (EP Energy LLC),2019-10-03,,1,2019-10-03,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,1311,1,1,1
1555082,EP Energy LLC,2019-10-04,,1,2019-10-04,8K_FTS+8K_SUBMISSIONS,,1311,1,,1
727346,"GLOBAL HEALTHCARE REIT, INC.  (GBCS)",2019-10-23,,1,2019-10-23,8K_FTS+8K_SUBMISSIONS,,6798,1,,1
896985,Destination Maternity Corp,2019-10-25,,1,2019-10-25,8K_FTS+8K_SUBMISSIONS,,5621,1,,1
1386026,"ZENERGY BRANDS, INC.",2019-11-04,,1,2019-11-04,8K_FTS+8K_SUBMISSIONS,,7372,1,,1
318716,"U.S. Aerospace, Inc.",2019-11-04,,1,2019-11-04,8K_FTS+8K_SUBMISSIONS,,3728,1,,1
1540729,Foresight Energy LP,2019-11-04,,1,2019-11-04,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,1220,1,-127,1
1579010,"Life On Earth, Inc.",2019-11-05,,1,2019-11-05,8K_FTS+8K_SUBMISSIONS,,2080,1,,1
931336,DEAN FOODS CO,2019-11-12,,2,2019-11-12;2021-04-14,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,2020,1,0,1
1648893,Nuvectra Corp,2019-11-13,,1,2019-11-13,8K_FTS+8K_SUBMISSIONS,,3841,1,,1
1405073,Approach Resources Inc.,2019-11-18,,1,2019-11-18,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,1311,1,1,1
1561880,"Legacy Education Alliance, Inc.  (LEAI)",2019-11-21,,2,2019-11-21;2021-01-15,8K_FTS+8K_SUBMISSIONS,,8200,1,,1
1045742,LIVE VENTURES Inc,2019-12-13,,2,2019-12-13;2022-03-03,8K_SUBMISSIONS,,5900.0,1,,1
1526689,"Generation NEXT Franchise Brands, Inc.",2019-12-18,,1,2019-12-18,8K_FTS+8K_SUBMISSIONS,,3580,1,,1
865941,CELADON GROUP INC,2019-12-19,,1,2019-12-19,8K_FTS+8K_SUBMISSIONS,,4213,1,,1
1461993,"MELINTA THERAPEUTICS, INC. /NEW/",2019-12-27,,1,2019-12-27,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,2834,1,0,1
1496268,"REVA Medical, Inc.",2020-01-15,,1,2020-01-15,8K_FTS+8K_SUBMISSIONS,,3842,1,,1
708819,"McDermott International, Inc.",2020-01-21,,1,2020-01-21,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,3443,1,1,1
1040792,Helios & Matheson Analytics Inc.,2020-01-29,,1,2020-01-29,8K_FTS+8K_SUBMISSIONS,,7380,1,,1
1496818,"STEALTH TECHNOLOGIES, INC.",2020-01-30,,1,2020-01-30,8K_FTS+8K_SUBMISSIONS,,7389,1,,1
1619250,Valeritas Holdings Inc.,2020-02-10,,1,2020-02-10,8K_FTS+8K_SUBMISSIONS,,3841,1,,1
1056087,MCCLATCHY CO,2020-02-13,,1,2020-02-13,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,2711,1,0,1
278130,"Pier 1 Imports, Inc.",2020-02-17,,1,2020-02-17,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,5700,1,1,1
320575,Pioneer Energy Services Corp.,2020-03-01,,1,2020-03-01,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,1381,1,1,1
1056386,Internap Corp,2020-03-16,,1,2020-03-16,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,7370,1,0,1
1456212,"BlackRidge Technology International, Inc.",2020-03-18,,1,2020-03-18,8K_FTS+8K_SUBMISSIONS,,7372,1,,1
1505497,"BioRestorative Therapies, Inc.  (BRTX)",2020-03-20,,1,2020-03-20,8K_FTS+8K_SUBMISSIONS,,8090,1,,1
1527844,"Globe Photos, Inc.",2020-03-25,,1,2020-03-25,8K_FTS+8K_SUBMISSIONS,,5990,1,,1
920448,BROADVISION INC,2020-03-27,,1,2020-03-27,8K_FTS+8K_SUBMISSIONS,,7372,1,,1
1009672,CARBO CERAMICS INC,2020-03-30,,1,2020-03-30,8K_FTS+8K_SUBMISSIONS,,3290,1,,1
1255474,WHITING PETROLEUM CORP,2020-04-01,,1,2020-04-01,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,1311,1,0,1
1650445,Quorum Health Corp,2020-04-07,,1,2020-04-07,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,8062,1,0,1
1375618,"Amazing Energy Oil & Gas, Co.",2020-04-09,,2,2020-04-09;2022-02-09,8K_FTS+8K_SUBMISSIONS,,1311,1,,1
1669812,"LSC Communications, Inc.",2020-04-13,,1,2020-04-13,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,2750,1,0,1
20520,Frontier Communications Corporation,2020-04-14,,1,2020-04-14,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,4813,1,1,1
1672326,"Yuma Energy, Inc.",2020-04-16,,1,2020-04-16,8K_FTS+8K_SUBMISSIONS,,1311,1,,1
1157987,MERRILL LYNCH DEPOSITOR INC PREFERREDPLUS TRUST SER CZN 1,2020-04-17,,1,2020-04-17,8K_FTS+8K_SUBMISSIONS,,6189,1,,1
1436161,United Cannabis Corp,2020-04-24,,1,2020-04-24,8K_FTS+8K_SUBMISSIONS,,2834,1,,1
949039,"Diamond Offshore Drilling, Inc.",2020-04-26,,1,2020-04-26,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,1381,1,1,1
1051251,J CREW GROUP INC,2020-05-04,,1,2020-05-04,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,5600,1,0,1
1358651,Neiman Marcus Group LTD LLC,2020-05-07,,1,2020-05-07,LOPUCKI,11,5311,1,,1
6885,"Stage Stores, Inc. (2020)",2020-05-10,2000-06-01,2,2000-06-01;2020-05-10,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,5651,1,2,1
1525773,Intelsat S.A.,2020-05-13,,2,2020-05-13;2021-12-20,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,4899,1,1,1
1563298,Energy & Water Development Corp  (EAWD),2020-05-15,,1,2020-05-15,8K_FTS+8K_SUBMISSIONS,,3585,1,,1
844143,Centric Brands Inc.,2020-05-18,,1,2020-05-18,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,2300,1,0,1
1131227,"Hornbeck Offshore Services, Inc.",2020-05-19,,1,2020-05-19,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,4400,1,3,1
3116,"Akorn, Inc.",2020-05-20,,1,2020-05-20,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,2834,1,1,1
1657853,"Hertz Global Holdings, Inc. (Hertz Corporation)",2020-05-22,,2,2020-05-22;2021-06-16,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,7510,1,4,1
798949,Unit Corporation,2020-05-22,,1,2020-05-22,8K_FTS+8K_SUBMISSIONS+LOPUCKI,11,1311,1,4,1
47129,HERTZ CORP,2020-05-26,,2,2020-05-26;2021-06-16,8K_FTS+8K_SUBMISSIONS,,7510,1,,1
